timestamp,test_type,load,average_latency,median_latency,throughput
2024-10-30 16:22:36.007826,user_profile_1,1,0.58823775,0.502732,2.1476383226729934
2024-10-30 16:22:43.471850,user_profile_1,5,1.65736105,1.148273,3.1739834921118573
2024-10-30 16:22:59.362390,user_profile_1,10,3.750458925,1.905469,2.839091104730096
2024-10-30 16:23:26.197300,user_profile_1,15,6.001330566666667,5.025711,2.592053541457952
2024-10-30 16:24:00.751695,user_profile_1,20,7.2997533125,5.099881,2.620085991877275
2024-10-30 16:24:45.594348,user_profile_1,25,9.51097437,6.566237,2.4981646608777694
