timestamp,latency,endpoint,load
2025-02-28 14:10:06.807956+00:00,0.343056,/upload_user_activity_data,1
2025-02-28 14:10:07.198544+00:00,0.370225,/upload_user_activity_data,1
2025-02-28 14:10:07.618844+00:00,0.409016,/upload_user_activity_data,1
2025-02-28 14:10:08.018992+00:00,0.386465,/upload_user_activity_data,1
2025-02-28 14:10:08.465918+00:00,0.439054,/upload_user_activity_data,1
2025-02-28 14:10:08.975526+00:00,0.478272,/upload_user_activity_data,2
2025-02-28 14:10:08.981355+00:00,0.49164,/upload_user_activity_data,2
2025-02-28 14:10:09.524992+00:00,0.534417,/upload_user_activity_data,2
2025-02-28 14:10:09.532550+00:00,0.537915,/upload_user_activity_data,2
2025-02-28 14:10:10.164833+00:00,0.622581,/upload_user_activity_data,2
2025-02-28 14:10:10.164833+00:00,0.625142,/upload_user_activity_data,2
2025-02-28 14:10:10.697245+00:00,0.52462,/upload_user_activity_data,2
2025-02-28 14:10:10.716696+00:00,0.537594,/upload_user_activity_data,2
2025-02-28 14:10:11.197470+00:00,0.474955,/upload_user_activity_data,2
2025-02-28 14:10:11.208607+00:00,0.484572,/upload_user_activity_data,2
2025-02-28 14:10:11.864254+00:00,0.641076,/upload_user_activity_data,3
2025-02-28 14:10:11.898068+00:00,0.677182,/upload_user_activity_data,3
2025-02-28 14:10:11.898068+00:00,0.68696,/upload_user_activity_data,3
2025-02-28 14:10:12.609648+00:00,0.693804,/upload_user_activity_data,3
2025-02-28 14:10:12.631028+00:00,0.70808,/upload_user_activity_data,3
2025-02-28 14:10:12.631028+00:00,0.706025,/upload_user_activity_data,3
2025-02-28 14:10:13.203450+00:00,0.563167,/upload_user_activity_data,3
2025-02-28 14:10:13.238640+00:00,0.590651,/upload_user_activity_data,3
2025-02-28 14:10:13.238640+00:00,0.590148,/upload_user_activity_data,3
2025-02-28 14:10:13.803617+00:00,0.560234,/upload_user_activity_data,3
2025-02-28 14:10:13.822524+00:00,0.570597,/upload_user_activity_data,3
2025-02-28 14:10:13.836517+00:00,0.581384,/upload_user_activity_data,3
2025-02-28 14:10:14.397268+00:00,0.558058,/upload_user_activity_data,3
2025-02-28 14:10:14.428348+00:00,0.575313,/upload_user_activity_data,3
2025-02-28 14:10:14.430349+00:00,0.57942,/upload_user_activity_data,3
2025-02-28 14:10:15.171911+00:00,0.715333,/upload_user_activity_data,4
2025-02-28 14:10:15.184552+00:00,0.739471,/upload_user_activity_data,4
2025-02-28 14:10:15.200817+00:00,0.745747,/upload_user_activity_data,4
