timestamp,latency,endpoint,test_type,load
2024-11-13 13:14:09.337817+00:00,1.322603,/user_articles/recommended,user_profile_3,2
2024-11-13 13:14:09.599984+00:00,1.584761,/user_articles/recommended,user_profile_3,2
2024-11-13 13:14:11.972981+00:00,2.36265,/user_articles/recommended,user_profile_3,2
2024-11-13 13:14:12.340460+00:00,2.73017,/user_articles/recommended,user_profile_3,2
2024-11-13 13:14:16.064207+00:00,3.719657,/user_articles/recommended,user_profile_3,2
2024-11-13 13:14:16.577090+00:00,4.232117,/user_articles/recommended,user_profile_3,2
2024-11-13 13:14:20.915777+00:00,4.3328,/user_articles/recommended,user_profile_3,2
2024-11-13 13:14:21.056902+00:00,4.473743,/user_articles/recommended,user_profile_3,2
2024-11-13 13:14:25.545625+00:00,4.480429,/user_articles/recommended,user_profile_3,2
2024-11-13 13:14:25.731414+00:00,4.666106,/user_articles/recommended,user_profile_3,2
2024-11-13 13:14:30.207751+00:00,4.468054,/user_articles/recommended,user_profile_3,2
2024-11-13 13:14:30.322878+00:00,4.583098,/user_articles/recommended,user_profile_3,2
2024-11-13 13:14:34.812757+00:00,4.482337,/user_articles/recommended,user_profile_3,2
2024-11-13 13:14:35.439512+00:00,5.108712,/user_articles/recommended,user_profile_3,2
2024-11-13 13:14:39.908386+00:00,4.461379,/user_articles/recommended,user_profile_3,2
2024-11-13 13:14:40.437858+00:00,4.991008,/user_articles/recommended,user_profile_3,2
2024-11-13 13:14:45.038993+00:00,4.598103,/user_articles/recommended,user_profile_3,2
2024-11-13 13:14:45.236289+00:00,4.795379,/user_articles/recommended,user_profile_3,2
2024-11-13 13:14:50.093755+00:00,4.850517,/user_articles/recommended,user_profile_3,2
2024-11-13 13:14:50.111269+00:00,4.867964,/user_articles/recommended,user_profile_3,2
2024-11-13 13:14:54.563024+00:00,4.443716,/user_articles/recommended,user_profile_3,2
2024-11-13 13:14:54.667289+00:00,4.547876,/user_articles/recommended,user_profile_3,2
2024-11-13 13:14:59.169803+00:00,4.494541,/user_articles/recommended,user_profile_3,2
2024-11-13 13:14:59.175990+00:00,4.500692,/user_articles/recommended,user_profile_3,2
2024-11-13 13:15:06.531260+00:00,7.346643,/user_articles/recommended,user_profile_3,2
2024-11-13 13:15:07.079727+00:00,7.895759,/user_articles/recommended,user_profile_3,2
2024-11-13 13:15:12.171726+00:00,5.084396,/user_articles/recommended,user_profile_3,2
2024-11-13 13:15:12.696557+00:00,5.609602,/user_articles/recommended,user_profile_3,2
2024-11-13 13:15:17.692845+00:00,4.989087,/user_articles/recommended,user_profile_3,2
2024-11-13 13:15:17.865883+00:00,5.162114,/user_articles/recommended,user_profile_3,2
2024-11-13 13:15:22.262703+00:00,4.388862,/user_articles/recommended,user_profile_3,2
2024-11-13 13:15:22.382468+00:00,4.509358,/user_articles/recommended,user_profile_3,2
2024-11-13 13:15:27.243785+00:00,4.854099,/user_articles/recommended,user_profile_3,2
2024-11-13 13:15:27.546082+00:00,5.15687,/user_articles/recommended,user_profile_3,2
