timestamp,test_type,load,average_latency,median_latency,throughput
2024-10-30 16:42:03.163920,user_profile_0,1,0.87989,1.173366,0.6298986430093533
2024-10-30 16:42:11.920767,user_profile_0,5,2.8982714,3.266778,1.3324473446789449
2024-10-30 16:42:28.500216,user_profile_0,10,6.7843434,9.631879,1.4328257953920467
