timestamp,latency,endpoint,load
2025-02-28 14:14:28.926199+00:00,0.389405,/upload_user_activity_data,1
2025-02-28 14:14:29.346541+00:00,0.374742,/upload_user_activity_data,1
2025-02-28 14:14:29.761333+00:00,0.369042,/upload_user_activity_data,1
2025-02-28 14:14:30.153499+00:00,0.371098,/upload_user_activity_data,1
2025-02-28 14:14:30.522020+00:00,0.36995,/upload_user_activity_data,1
2025-02-28 14:14:31.119667+00:00,0.522106,/upload_user_activity_data,2
2025-02-28 14:14:31.135409+00:00,0.52224,/upload_user_activity_data,2
2025-02-28 14:14:31.658879+00:00,0.510347,/upload_user_activity_data,2
2025-02-28 14:14:31.659326+00:00,0.515791,/upload_user_activity_data,2
2025-02-28 14:14:32.309204+00:00,0.635502,/upload_user_activity_data,2
2025-02-28 14:14:32.309204+00:00,0.640539,/upload_user_activity_data,2
2025-02-28 14:14:32.822094+00:00,0.496941,/upload_user_activity_data,2
2025-02-28 14:14:32.823826+00:00,0.496687,/upload_user_activity_data,2
2025-02-28 14:14:33.357153+00:00,0.517923,/upload_user_activity_data,2
2025-02-28 14:14:33.364877+00:00,0.525951,/upload_user_activity_data,2
2025-02-28 14:14:34.025685+00:00,0.644172,/upload_user_activity_data,3
2025-02-28 14:14:34.025685+00:00,0.648145,/upload_user_activity_data,3
2025-02-28 14:14:34.036200+00:00,0.653195,/upload_user_activity_data,3
2025-02-28 14:14:34.626127+00:00,0.570504,/upload_user_activity_data,3
2025-02-28 14:14:34.626127+00:00,0.57789,/upload_user_activity_data,3
2025-02-28 14:14:34.641578+00:00,0.587949,/upload_user_activity_data,3
2025-02-28 14:14:35.210468+00:00,0.553081,/upload_user_activity_data,3
2025-02-28 14:14:35.216120+00:00,0.55672,/upload_user_activity_data,3
2025-02-28 14:14:35.221630+00:00,0.565721,/upload_user_activity_data,3
2025-02-28 14:14:35.794463+00:00,0.566708,/upload_user_activity_data,3
2025-02-28 14:14:35.841673+00:00,0.612376,/upload_user_activity_data,3
2025-02-28 14:14:35.842712+00:00,0.615217,/upload_user_activity_data,3
2025-02-28 14:14:36.376170+00:00,0.526413,/upload_user_activity_data,3
2025-02-28 14:14:36.393684+00:00,0.542806,/upload_user_activity_data,3
2025-02-28 14:14:36.393684+00:00,0.546832,/upload_user_activity_data,3
2025-02-28 14:14:37.118530+00:00,0.689306,/upload_user_activity_data,4
2025-02-28 14:14:37.127910+00:00,0.703715,/upload_user_activity_data,4
2025-02-28 14:14:37.127910+00:00,0.704246,/upload_user_activity_data,4
2025-02-28 14:14:37.127910+00:00,0.70812,/upload_user_activity_data,4
2025-02-28 14:14:37.867033+00:00,0.718172,/upload_user_activity_data,4
2025-02-28 14:14:37.867033+00:00,0.719082,/upload_user_activity_data,4
2025-02-28 14:14:37.915801+00:00,0.760503,/upload_user_activity_data,4
2025-02-28 14:14:37.924587+00:00,0.768489,/upload_user_activity_data,4
2025-02-28 14:14:38.603032+00:00,0.671852,/upload_user_activity_data,4
2025-02-28 14:14:38.623564+00:00,0.6781,/upload_user_activity_data,4
2025-02-28 14:14:38.627077+00:00,0.689161,/upload_user_activity_data,4
2025-02-28 14:14:38.627077+00:00,0.689693,/upload_user_activity_data,4
2025-02-28 14:14:39.381939+00:00,0.724835,/upload_user_activity_data,4
2025-02-28 14:14:39.381939+00:00,0.732809,/upload_user_activity_data,4
2025-02-28 14:14:39.381939+00:00,0.731268,/upload_user_activity_data,4
2025-02-28 14:14:39.453078+00:00,0.80022,/upload_user_activity_data,4
2025-02-28 14:14:40.258983+00:00,0.791931,/upload_user_activity_data,4
2025-02-28 14:14:40.258983+00:00,0.793513,/upload_user_activity_data,4
2025-02-28 14:14:40.270510+00:00,0.789535,/upload_user_activity_data,4
2025-02-28 14:14:40.308092+00:00,0.843934,/upload_user_activity_data,4
2025-02-28 14:14:41.141819+00:00,0.81109,/upload_user_activity_data,5
2025-02-28 14:14:41.141819+00:00,0.809088,/upload_user_activity_data,5
2025-02-28 14:14:41.141819+00:00,0.820076,/upload_user_activity_data,5
2025-02-28 14:14:41.141819+00:00,0.817056,/upload_user_activity_data,5
2025-02-28 14:14:41.197546+00:00,0.866879,/upload_user_activity_data,5
2025-02-28 14:14:42.047660+00:00,0.814442,/upload_user_activity_data,5
2025-02-28 14:14:42.109171+00:00,0.873543,/upload_user_activity_data,5
2025-02-28 14:14:42.110923+00:00,0.871914,/upload_user_activity_data,5
2025-02-28 14:14:42.114364+00:00,0.877216,/upload_user_activity_data,5
2025-02-28 14:14:42.114364+00:00,0.873565,/upload_user_activity_data,5
2025-02-28 14:14:42.891659+00:00,0.758548,/upload_user_activity_data,5
2025-02-28 14:14:42.907262+00:00,0.759262,/upload_user_activity_data,5
2025-02-28 14:14:42.915262+00:00,0.771888,/upload_user_activity_data,5
2025-02-28 14:14:42.941340+00:00,0.791389,/upload_user_activity_data,5
2025-02-28 14:14:42.941340+00:00,0.791653,/upload_user_activity_data,5
2025-02-28 14:14:43.674411+00:00,0.713987,/upload_user_activity_data,5
2025-02-28 14:14:43.715365+00:00,0.748698,/upload_user_activity_data,5
2025-02-28 14:14:43.720345+00:00,0.750209,/upload_user_activity_data,5
2025-02-28 14:14:43.724335+00:00,0.7539,/upload_user_activity_data,5
2025-02-28 14:14:43.732360+00:00,0.770893,/upload_user_activity_data,5
2025-02-28 14:14:44.512817+00:00,0.763986,/upload_user_activity_data,5
2025-02-28 14:14:44.512817+00:00,0.774877,/upload_user_activity_data,5
2025-02-28 14:14:44.528469+00:00,0.769339,/upload_user_activity_data,5
2025-02-28 14:14:44.528469+00:00,0.775253,/upload_user_activity_data,5
2025-02-28 14:14:44.541809+00:00,0.787154,/upload_user_activity_data,5
2025-02-28 14:14:45.367443+00:00,0.796949,/upload_user_activity_data,6
2025-02-28 14:14:45.376539+00:00,0.802805,/upload_user_activity_data,6
2025-02-28 14:14:45.383565+00:00,0.813305,/upload_user_activity_data,6
2025-02-28 14:14:45.383565+00:00,0.817997,/upload_user_activity_data,6
2025-02-28 14:14:45.424276+00:00,0.856839,/upload_user_activity_data,6
2025-02-28 14:14:45.434495+00:00,0.852728,/upload_user_activity_data,6
2025-02-28 14:14:46.232155+00:00,0.782178,/upload_user_activity_data,6
2025-02-28 14:14:46.242173+00:00,0.781708,/upload_user_activity_data,6
2025-02-28 14:14:46.262801+00:00,0.801082,/upload_user_activity_data,6
2025-02-28 14:14:46.262801+00:00,0.80373,/upload_user_activity_data,6
2025-02-28 14:14:46.262801+00:00,0.81364,/upload_user_activity_data,6
2025-02-28 14:14:46.281722+00:00,0.826468,/upload_user_activity_data,6
2025-02-28 14:14:47.131840+00:00,0.821015,/upload_user_activity_data,6
2025-02-28 14:14:47.131840+00:00,0.82161,/upload_user_activity_data,6
2025-02-28 14:14:47.131840+00:00,0.832953,/upload_user_activity_data,6
2025-02-28 14:14:47.146095+00:00,0.837829,/upload_user_activity_data,6
2025-02-28 14:14:47.161074+00:00,0.854605,/upload_user_activity_data,6
